Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,ACS19_5yr_B02018001,ACS19_5yr_B02018002,ACS19_5yr_B02018003,ACS19_5yr_B02018004,ACS19_5yr_B02018005,ACS19_5yr_B02018006,ACS19_5yr_B02018007,ACS19_5yr_B02018008,ACS19_5yr_B02018009,ACS19_5yr_B02018010,ACS19_5yr_B02018011,ACS19_5yr_B02018012,ACS19_5yr_B02018013,ACS19_5yr_B02018014,ACS19_5yr_B02018015,ACS19_5yr_B02018016,ACS19_5yr_B02018017,ACS19_5yr_B02018018,ACS19_5yr_B02018019,ACS19_5yr_B02018020,ACS19_5yr_B02018021,ACS19_5yr_B02018022,ACS19_5yr_B02018023,ACS19_5yr_B02018024,ACS19_5yr_B02018001s,ACS19_5yr_B02018002s,ACS19_5yr_B02018003s,ACS19_5yr_B02018004s,ACS19_5yr_B02018005s,ACS19_5yr_B02018006s,ACS19_5yr_B02018007s,ACS19_5yr_B02018008s,ACS19_5yr_B02018009s,ACS19_5yr_B02018010s,ACS19_5yr_B02018011s,ACS19_5yr_B02018012s,ACS19_5yr_B02018013s,ACS19_5yr_B02018014s,ACS19_5yr_B02018015s,ACS19_5yr_B02018016s,ACS19_5yr_B02018017s,ACS19_5yr_B02018018s,ACS19_5yr_B02018019s,ACS19_5yr_B02018020s,ACS19_5yr_B02018021s,ACS19_5yr_B02018022s,ACS19_5yr_B02018023s,ACS19_5yr_B02018024s
"1919780","32000US1919780","Des Moines-West Des Moines","Des Moines-West Des Moines, IA Metro Area; Iowa","ia","320","00","ACSSF","0010374",,,,,"19",,,,,,,,,,,,,,"19780",,,,,,,,,,,,,,,,,,,,,,,,,,,,680439,32943,5972,42,475,3926,863,3131,3250,186,88,678,1827,2345,31,0,951,0,190,34,96,1876,5468,0,1514,244.8485,513.3333,33.93939,214.5455,620,249.697,376.3636,312.7273,102.4242,63.0303,147.8788,265.4546,332.7273,17.57576,13.93939,271.5151,13.93939,88.48485,23.63636,46.06061,297.5757,577.5757,13.93939,332.1212
"1920220","32000US1920220","Dubuque","Dubuque, IA Metro Area; Iowa","ia","320","00","ACSSF","0010375",,,,,"19",,,,,,,,,,,,,,"20220",,,,,,,,,,,,,,,,,,,,,,,,,,,,96982,1634,202,36,0,0,0,291,413,0,0,90,230,9,0,0,9,0,8,0,0,117,110,0,119,30.90909,70.30303,30.30303,13.93939,13.93939,13.93939,78.78788,116.3636,13.93939,13.93939,53.93939,72.12122,7.878788,13.93939,13.93939,7.878788,13.93939,29.09091,13.93939,13.93939,70.90909,57.57576,13.93939,52.12121
"1921840","32000US1921840","Fairfield","Fairfield, IA Micro Area; Iowa","ia","320","00","ACSSF","0010376",,,,,"19",,,,,,,,,,,,,,"21840",,,,,,,,,,,,,,,,,,,,,,,,,,,,18148,891,340,0,0,17,23,247,115,0,0,1,0,0,0,40,78,0,6,0,0,0,1,0,23,206.0606,153.9394,9.69697,9.69697,16.36364,20.60606,122.4242,59.39394,9.69697,9.69697,1.818182,9.69697,9.69697,9.69697,16.9697,24.84848,9.69697,5.454545,9.69697,9.69697,9.69697,1.212121,9.69697,22.42424
"1922700","32000US1922700","Fort Dodge","Fort Dodge, IA Micro Area; Iowa","ia","320","00","ACSSF","0010377",,,,,"19",,,,,,,,,,,,,,"22700",,,,,,,,,,,,,,,,,,,,,,,,,,,,36545,517,10,0,0,0,17,39,53,0,0,22,173,0,0,0,0,0,73,0,74,0,10,0,46,12.72727,10.90909,12.72727,12.72727,12.72727,15.15152,25.45455,31.51515,12.72727,12.72727,17.57576,84.84849,12.72727,12.72727,12.72727,12.72727,12.72727,63.0303,12.72727,51.51515,12.72727,12.12121,12.72727,32.12121
"1922800","32000US1922800","Fort Madison-Keokuk","Fort Madison-Keokuk, IA-IL-MO Micro Area (part); Iowa","ia","320","00","ACSSF","0010378",,,,,"19",,,,,,,,,,,,,,"22800",,,,,,,,,,,,,,,,,,,,,,,,,,,,34227,287,0,0,0,0,0,96,17,0,0,10,140,0,0,0,0,0,0,0,0,0,18,0,6,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,38.18182,16.36364,12.72727,12.72727,10.90909,36.9697,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,16.9697,12.72727,7.272727
"1926980","32000US1926980","Iowa City","Iowa City, IA Metro Area; Iowa","ia","320","00","ACSSF","0010379",,,,,"19",,,,,,,,,,,,,,"26980",,,,,,,,,,,,,,,,,,,,,,,,,,,,170677,11437,2205,175,0,0,22,3799,775,0,45,453,1374,295,15,48,121,0,124,47,45,292,1318,0,284,166.6667,346.6667,110.303,13.93939,13.93939,15.75758,372.1212,195.1515,13.93939,24.24242,121.2121,240,118.1818,13.33333,44.24242,72.12122,13.93939,48.48485,39.39394,26.66667,106.6667,250.303,13.93939,84.84849
"1932260","32000US1932260","Marshalltown","Marshalltown, IA Micro Area; Iowa","ia","320","00","ACSSF","0010380",,,,,"19",,,,,,,,,,,,,,"32260",,,,,,,,,,,,,,,,,,,,,,,,,,,,39964,1602,95,0,0,1023,0,165,40,0,40,0,67,17,0,0,0,0,0,61,5,0,0,0,89,33.93939,60,12.72727,12.72727,146.6667,12.72727,70.90909,21.81818,12.72727,40.60606,12.72727,46.06061,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,66.06061,4.242424,12.72727,12.72727,12.72727,59.39394
"1932380","32000US1932380","Mason City","Mason City, IA Micro Area; Iowa","ia","320","00","ACSSF","0010381",,,,,"19",,,,,,,,,,,,,,"32380",,,,,,,,,,,,,,,,,,,,,,,,,,,,50279,672,11,0,0,19,0,214,116,0,0,26,221,0,0,0,0,0,7,0,0,2,56,0,0,26.06061,7.878788,13.93939,13.93939,19.39394,13.93939,98.78788,56.9697,13.93939,13.93939,24.84848,78.78788,13.93939,13.93939,13.93939,13.93939,13.93939,7.878788,13.93939,13.93939,1.818182,45.45454,13.93939,13.93939
"1934700","32000US1934700","Muscatine","Muscatine, IA Micro Area; Iowa","ia","320","00","ACSSF","0010382",,,,,"19",,,,,,,,,,,,,,"34700",,,,,,,,,,,,,,,,,,,,,,,,,,,,42889,735,59,0,0,2,28,82,214,0,0,7,99,127,0,0,0,0,0,0,12,23,21,0,61,70.90909,31.51515,12.72727,12.72727,2.424242,26.06061,46.66667,64.24242,12.72727,12.72727,7.272727,39.39394,56.36364,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,10.90909,19.39394,15.15152,12.72727,52.72727
"1936540","32000US1936540","Omaha-Council Bluffs","Omaha-Council Bluffs, NE-IA Metro Area (part); Iowa","ia","320","00","ACSSF","0010383",,,,,"19",,,,,,,,,,,,,,"36540",,,,,,,,,,,,,,,,,,,,,,,,,,,,122516,1578,125,0,0,0,0,129,384,0,70,193,203,0,0,0,0,0,0,0,0,53,378,0,43,87.27273,67.27273,13.93939,13.93939,13.93939,13.93939,50.30303,104.8485,13.93939,42.42424,104.8485,101.2121,13.93939,13.93939,13.93939,13.93939,13.93939,13.93939,13.93939,13.93939,40,141.8182,13.93939,24.24242
"1936820","32000US1936820","Oskaloosa","Oskaloosa, IA Micro Area; Iowa","ia","320","00","ACSSF","0010384",,,,,"19",,,,,,,,,,,,,,"36820",,,,,,,,,,,,,,,,,,,,,,,,,,,,22164,414,0,0,0,0,14,8,90,7,0,213,10,28,0,0,0,0,0,0,0,41,0,0,3,8.484848,10.90909,10.90909,10.90909,10.90909,9.69697,6.666667,38.18182,7.272727,10.90909,53.93939,9.69697,16.9697,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,24.84848,10.90909,10.90909,3.636364
"1936900","32000US1936900","Ottumwa","Ottumwa, IA Micro Area; Iowa","ia","320","00","ACSSF","0010385",,,,,"19",,,,,,,,,,,,,,"36900",,,,,,,,,,,,,,,,,,,,,,,,,,,,35141,510,32,45,0,9,0,46,90,0,0,19,56,154,0,0,0,0,41,0,0,0,0,0,18,29.09091,25.45455,30.90909,12.72727,9.69697,12.72727,24.24242,31.51515,12.72727,12.72727,15.15152,24.84848,55.15152,12.72727,12.72727,12.72727,12.72727,32.12121,12.72727,12.72727,12.72727,12.72727,12.72727,10.30303
"1937800","32000US1937800","Pella","Pella, IA Micro Area; Iowa","ia","320","00","ACSSF","0010386",,,,,"19",,,,,,,,,,,,,,"37800",,,,,,,,,,,,,,,,,,,,,,,,,,,,33172,576,129,0,0,16,25,78,101,7,32,18,129,7,0,0,0,0,0,0,0,6,24,0,4,18.18182,55.15152,12.72727,12.72727,16.36364,24.24242,55.75758,38.78788,8.484848,32.72727,16.36364,43.0303,10.30303,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,12.72727,5.454545,14.54545,12.72727,4.848485
"1943580","32000US1943580","Sioux City","Sioux City, IA-NE-SD Metro Area (part); Iowa","ia","320","00","ACSSF","0010387",,,,,"19",,,,,,,,,,,,,,"43580",,,,,,,,,,,,,,,,,,,,,,,,,,,,102586,3558,102,3,0,21,260,219,290,271,0,58,157,264,9,46,0,0,32,0,0,56,1649,0,121,113.9394,61.21212,2.424242,13.93939,17.57576,121.8182,73.93939,86.66666,184.8485,13.93939,24.84848,55.75758,134.5455,9.090909,45.45454,13.93939,13.93939,29.09091,13.93939,13.93939,41.81818,213.9394,13.93939,75.15151
"1943980","32000US1943980","Spencer","Spencer, IA Micro Area; Iowa","ia","320","00","ACSSF","0010388",,,,,"19",,,,,,,,,,,,,,"43980",,,,,,,,,,,,,,,,,,,,,,,,,,,,16211,153,0,0,0,0,0,0,41,0,0,0,14,98,0,0,0,0,0,0,0,0,0,0,0,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,43.0303,9.69697,9.69697,9.69697,15.75758,49.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697
"1944020","32000US1944020","Spirit Lake","Spirit Lake, IA Micro Area; Iowa","ia","320","00","ACSSF","0010389",,,,,"19",,,,,,,,,,,,,,"44020",,,,,,,,,,,,,,,,,,,,,,,,,,,,17127,182,44,0,0,0,0,95,31,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,9.69697,31.51515,9.69697,9.69697,9.69697,9.69697,41.81818,21.81818,9.69697,9.69697,9.69697,1.818182,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,2.424242,9.69697,9.69697
"1944740","32000US1944740","Storm Lake","Storm Lake, IA Micro Area; Iowa","ia","320","00","ACSSF","0010390",,,,,"19",,,,,,,,,,,,,,"44740",,,,,,,,,,,,,,,,,,,,,,,,,,,,20058,2100,2,0,0,688,0,0,35,94,0,12,28,893,0,0,0,0,0,0,0,170,135,0,43,53.33333,1.818182,10.90909,10.90909,171.5152,10.90909,10.90909,18.78788,90.90909,10.90909,8.484848,21.21212,182.4242,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,10.90909,152.7273,86.06061,10.90909,44.84848
"1947940","32000US1947940","Waterloo-Cedar Falls","Waterloo-Cedar Falls, IA Metro Area; Iowa","ia","320","00","ACSSF","0010391",,,,,"19",,,,,,,,,,,,,,"47940",,,,,,,,,,,,,,,,,,,,,,,,,,,,169556,4231,626,31,0,913,19,520,196,5,14,212,281,292,0,30,0,11,610,8,27,129,189,0,118,161.2121,166.6667,19.39394,13.93939,195.7576,15.15152,131.5152,46.06061,4.848485,13.33333,116.9697,70.30303,113.3333,13.93939,20,13.93939,9.090909,260,7.272727,22.42424,70.90909,70.30303,13.93939,47.87879
"2011860","32000US2011860","Atchison","Atchison, KS Micro Area; Kansas","ks","320","00","ACSSF","0008418",,,,,"20",,,,,,,,,,,,,,"11860",,,,,,,,,,,,,,,,,,,,,,,,,,,,16268,213,21,0,0,0,0,41,54,0,0,9,11,0,0,0,0,0,0,0,0,10,0,0,67,61.21212,10.90909,9.69697,9.69697,9.69697,9.69697,27.27273,29.69697,9.69697,9.69697,7.272727,9.090909,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.69697,9.090909,9.69697,9.69697,30.90909
"2017700","32000US2017700","Coffeyville","Coffeyville, KS Micro Area; Kansas","ks","320","00","ACSSF","0008419",,,,,"20",,,,,,,,,,,,,,"17700",,,,,,,,,,,,,,,,,,,,,,,,,,,,32521,455,31,41,0,0,0,113,72,19,0,12,18,23,0,0,0,0,0,0,0,17,92,0,17,44.24242,19.39394,30.30303,13.33333,13.33333,13.33333,74.54546,40,21.81818,13.33333,11.51515,12.12121,21.81818,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,17.57576,60,13.33333,20
"2019980","32000US2019980","Dodge City","Dodge City, KS Micro Area; Kansas","ks","320","00","ACSSF","0008420",,,,,"20",,,,,,,,,,,,,,"19980",,,,,,,,,,,,,,,,,,,,,,,,,,,,34179,583,20,0,0,0,0,73,11,0,5,52,49,176,0,0,0,0,0,0,0,0,194,0,3,43.0303,19.39394,13.33333,13.33333,13.33333,13.33333,55.75758,10.90909,13.33333,5.454545,38.78788,43.0303,72.72727,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,77.57576,13.33333,3.636364
"2021380","32000US2021380","Emporia","Emporia, KS Micro Area; Kansas","ks","320","00","ACSSF","0008421",,,,,"20",,,,,,,,,,,,,,"21380",,,,,,,,,,,,,,,,,,,,,,,,,,,,35888,1260,18,0,0,45,19,393,84,0,0,269,55,105,0,0,0,0,0,8,9,0,189,0,66,132.1212,12.12121,13.33333,13.33333,41.81818,15.15152,106.0606,41.81818,13.33333,13.33333,143.0303,35.15152,61.81818,13.33333,13.33333,13.33333,13.33333,13.33333,10.90909,10.30303,13.33333,104.2424,13.33333,53.33333
"2023780","32000US2023780","Garden City","Garden City, KS Micro Area; Kansas","ks","320","00","ACSSF","0008422",,,,,"20",,,,,,,,,,,,,,"23780",,,,,,,,,,,,,,,,,,,,,,,,,,,,40657,1748,50,0,0,591,0,255,126,0,0,26,0,72,0,0,0,0,0,0,0,32,567,0,29,66.06061,43.0303,13.33333,13.33333,143.6364,13.33333,116.9697,70.30303,13.33333,13.33333,13.33333,13.33333,58.78788,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,19.39394,98.18182,13.33333,26.06061
"2024460","32000US2024460","Great Bend","Great Bend, KS Micro Area; Kansas","ks","320","00","ACSSF","0008423",,,,,"20",,,,,,,,,,,,,,"24460",,,,,,,,,,,,,,,,,,,,,,,,,,,,26453,119,25,0,0,0,0,4,18,0,0,7,51,0,0,0,0,0,8,0,0,0,6,0,0,36.9697,16.9697,11.51515,11.51515,11.51515,11.51515,4.848485,12.72727,11.51515,11.51515,6.666667,33.33333,11.51515,11.51515,11.51515,11.51515,11.51515,9.090909,11.51515,11.51515,11.51515,7.272727,11.51515,11.51515
"2025700","32000US2025700","Hays","Hays, KS Micro Area; Kansas","ks","320","00","ACSSF","0008424",,,,,"20",,,,,,,,,,,,,,"25700",,,,,,,,,,,,,,,,,,,,,,,,,,,,28775,436,1,0,0,0,0,239,37,0,0,52,23,12,0,0,0,0,0,0,0,0,31,0,41,130.9091,1.212121,11.51515,11.51515,11.51515,11.51515,131.5152,36.36364,11.51515,11.51515,46.66667,26.06061,12.12121,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,30.30303,11.51515,35.15152
"2026740","32000US2026740","Hutchinson","Hutchinson, KS Micro Area; Kansas","ks","320","00","ACSSF","0008425",,,,,"20",,,,,,,,,,,,,,"26740",,,,,,,,,,,,,,,,,,,,,,,,,,,,62765,514,23,0,0,0,0,148,89,0,0,81,37,2,0,0,0,0,63,0,0,24,47,0,0,13.93939,15.75758,14.54545,14.54545,14.54545,14.54545,46.06061,54.54546,14.54545,14.54545,33.33333,18.78788,3.030303,14.54545,14.54545,14.54545,14.54545,47.87879,14.54545,14.54545,20.60606,27.87879,14.54545,14.54545
"2028140","32000US2028140","Kansas City","Kansas City, MO-KS Metro Area (part); Kansas","ks","320","00","ACSSF","0008426",,,,,"20",,,,,,,,,,,,,,"28140",,,,,,,,,,,,,,,,,,,,,,,,,,,,880200,47204,13825,211,343,2423,85,6393,3428,1659,213,2389,3424,2172,159,0,1179,0,1294,77,776,1564,3634,63,1893,241.8182,613.3333,82.42424,121.2121,376.3636,60.60606,517.5757,364.2424,309.0909,91.51515,233.9394,341.2121,290.9091,77.57576,14.54545,208.4848,14.54545,293.3333,33.33333,174.5455,316.3636,432.7273,32.12121,280
"2029940","32000US2029940","Lawrence","Lawrence, KS Metro Area; Kansas","ks","320","00","ACSSF","0008427",,,,,"20",,,,,,,,,,,,,,"29940",,,,,,,,,,,,,,,,,,,,,,,,,,,,120290,7702,1373,0,0,21,35,2498,424,0,15,431,616,510,33,3,137,0,121,43,9,109,783,0,541,126.0606,307.8788,14.54545,14.54545,21.81818,20.60606,336.3636,113.9394,14.54545,13.93939,135.1515,203.6364,226.6667,35.75758,3.030303,70.30303,14.54545,71.51515,41.21212,9.090909,55.75758,230.303,14.54545,200
"2030580","32000US2030580","Liberal","Liberal, KS Micro Area; Kansas","ks","320","00","ACSSF","0008428",,,,,"20",,,,,,,,,,,,,,"30580",,,,,,,,,,,,,,,,,,,,,,,,,,,,22349,692,175,0,0,0,21,3,0,0,0,81,0,0,0,0,0,0,0,0,0,0,412,0,0,21.81818,93.93939,11.51515,11.51515,11.51515,27.27273,3.636364,11.51515,11.51515,11.51515,62.42424,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,107.2727,11.51515,11.51515
"2031740","32000US2031740","Manhattan","Manhattan, KS Metro Area; Kansas","ks","320","00","ACSSF","0008429",,,,,"20",,,,,,,,,,,,,,"31740",,,,,,,,,,,,,,,,,,,,,,,,,,,,132928,6882,470,79,0,0,43,1983,1166,139,16,526,1225,40,34,12,104,0,216,68,89,238,262,0,172,164.8485,114.5455,80.60606,14.54545,14.54545,34.54546,246.0606,170.9091,72.12122,15.15152,134.5455,187.8788,18.18182,32.12121,12.12121,50.90909,14.54545,153.9394,41.81818,53.93939,78.78788,87.27273,14.54545,60.60606
"2032700","32000US2032700","McPherson","McPherson, KS Micro Area; Kansas","ks","320","00","ACSSF","0008430",,,,,"20",,,,,,,,,,,,,,"32700",,,,,,,,,,,,,,,,,,,,,,,,,,,,28567,334,14,0,0,0,0,15,97,0,0,116,6,10,0,0,0,0,0,20,0,0,29,0,27,13.93939,13.93939,11.51515,11.51515,11.51515,11.51515,12.72727,53.33333,11.51515,11.51515,69.09091,6.666667,12.12121,11.51515,11.51515,11.51515,11.51515,11.51515,13.93939,11.51515,11.51515,22.42424,11.51515,21.21212
"2036840","32000US2036840","Ottawa","Ottawa, KS Micro Area; Kansas","ks","320","00","ACSSF","0008431",,,,,"20",,,,,,,,,,,,,,"36840",,,,,,,,,,,,,,,,,,,,,,,,,,,,25558,230,15,0,0,0,0,17,70,0,0,30,30,16,0,0,0,0,0,0,0,0,0,0,52,29.09091,18.18182,11.51515,11.51515,11.51515,11.51515,15.75758,30.30303,11.51515,11.51515,13.93939,23.0303,15.75758,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,32.72727
"2037660","32000US2037660","Parsons","Parsons, KS Micro Area; Kansas","ks","320","00","ACSSF","0008432",,,,,"20",,,,,,,,,,,,,,"37660",,,,,,,,,,,,,,,,,,,,,,,,,,,,20119,49,17,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,23.63636,12.72727,11.51515,11.51515,11.51515,11.51515,11.51515,18.18182,11.51515,11.51515,11.51515,1.818182,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,11.51515,5.454545
"2038260","32000US2038260","Pittsburg","Pittsburg, KS Micro Area; Kansas","ks","320","00","ACSSF","0008433",,,,,"20",,,,,,,,,,,,,,"38260",,,,,,,,,,,,,,,,,,,,,,,,,,,,38968,956,407,0,0,0,0,58,258,0,0,5,127,46,0,0,0,0,0,0,15,0,5,0,35,35.15152,143.6364,13.33333,13.33333,13.33333,13.33333,30.30303,98.18182,13.33333,13.33333,6.666667,73.93939,46.66667,13.33333,13.33333,13.33333,13.33333,13.33333,13.33333,18.18182,13.33333,5.454545,13.33333,24.24242
"2041140","32000US2041140","St. Joseph","St. Joseph, MO-KS Metro Area (part); Kansas","ks","320","00","ACSSF","0008434",,,,,"20",,,,,,,,,,,,,,"41140",,,,,,,,,,,,,,,,,,,,,,,,,,,,7684,9,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8.484848,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,1.212121,9.090909,9.090909,6.060606,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,9.090909,5.454545,9.090909,9.090909,9.090909,9.090909
"2041460","32000US2041460","Salina","Salina, KS Micro Area; Kansas","ks","320","00","ACSSF","0008435",,,,,"20",,,,,,,,,,,,,,"41460",,,,,,,,,,,,,,,,,,,,,,,,,,,,60523,1689,105,0,0,0,18,197,290,72,12,279,30,322,0,0,0,0,0,0,0,181,175,0,8,89.09091,60.60606,14.54545,14.54545,14.54545,28.48485,83.0303,106.6667,64.84849,10.30303,128.4848,18.78788,130.9091,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,92.12122,101.2121,14.54545,10.30303
"2045820","32000US2045820","Topeka","Topeka, KS Metro Area; Kansas","ks","320","00","ACSSF","0008436",,,,,"20",,,,,,,,,,,,,,"45820",,,,,,,,,,,,,,,,,,,,,,,,,,,,232778,3898,1047,37,0,0,79,636,873,116,49,442,204,71,0,0,0,0,41,0,0,47,154,0,102,143.0303,184.2424,35.75758,14.54545,14.54545,47.27273,196.9697,181.2121,63.63636,43.0303,95.75758,53.33333,41.81818,14.54545,14.54545,14.54545,14.54545,32.12121,14.54545,14.54545,26.06061,66.06061,14.54545,46.66667
"2048620","32000US2048620","Wichita","Wichita, KS Metro Area; Kansas","ks","320","00","ACSSF","0008437",,,,,"20",,,,,,,,,,,,,,"48620",,,,,,,,,,,,,,,,,,,,,,,,,,,,637690,30058,3400,41,0,513,2089,2692,2983,117,83,1079,1685,2001,153,87,360,22,562,177,60,633,10554,0,767,440.606,415.1515,29.69697,14.54545,293.3333,364.8485,417.5757,418.7879,67.27273,35.15152,172.7273,276.3636,306.0606,98.78788,66.66666,122.4242,18.18182,172.7273,87.27273,54.54546,166.6667,565.4545,14.54545,153.3333
"2049060","32000US2049060","Winfield","Winfield, KS Micro Area; Kansas","ks","320","00","ACSSF","0008438",,,,,"20",,,,,,,,,,,,,,"49060",,,,,,,,,,,,,,,,,,,,,,,,,,,,35351,766,60,0,0,0,0,12,72,0,0,46,42,243,0,18,0,31,0,0,0,5,169,0,68,22.42424,40,13.33333,13.33333,13.33333,13.33333,9.69697,26.66667,13.33333,13.33333,25.45455,36.9697,66.66666,13.33333,19.39394,13.33333,27.87879,13.33333,13.33333,13.33333,4.848485,63.0303,13.33333,51.51515
"2112680","32000US2112680","Bardstown","Bardstown, KY Micro Area; Kentucky","ky","320","00","ACSSF","0007498",,,,,"21",,,,,,,,,,,,,,"12680",,,,,,,,,,,,,,,,,,,,,,,,,,,,45650,389,33,0,0,0,0,14,85,0,28,108,28,0,0,0,0,0,72,0,0,0,0,0,21,55.75758,21.81818,14.54545,14.54545,14.54545,14.54545,13.93939,47.27273,14.54545,21.81818,61.21212,17.57576,14.54545,14.54545,14.54545,14.54545,14.54545,62.42424,14.54545,14.54545,14.54545,14.54545,14.54545,18.18182
"2114540","32000US2114540","Bowling Green","Bowling Green, KY Metro Area; Kentucky","ky","320","00","ACSSF","0007499",,,,,"21",,,,,,,,,,,,,,"14540",,,,,,,,,,,,,,,,,,,,,,,,,,,,174498,5826,632,0,123,1513,523,276,380,0,0,276,246,40,9,0,468,0,127,0,31,158,406,0,618,93.93939,201.2121,16.36364,113.3333,295.1515,190.9091,92.12122,142.4242,16.36364,16.36364,107.8788,75.15151,30.30303,10.90909,16.36364,220,16.36364,72.12122,16.36364,18.18182,87.87878,161.8182,16.36364,208.4848
"2115820","32000US2115820","Campbellsville","Campbellsville, KY Micro Area; Kentucky","ky","320","00","ACSSF","0007500",,,,,"21",,,,,,,,,,,,,,"15820",,,,,,,,,,,,,,,,,,,,,,,,,,,,36550,289,75,0,0,0,0,62,11,0,0,27,102,0,0,3,0,0,0,0,0,9,0,0,0,15.75758,43.63636,14.54545,14.54545,14.54545,14.54545,24.24242,13.33333,14.54545,14.54545,16.9697,50.90909,14.54545,14.54545,4.242424,14.54545,14.54545,14.54545,14.54545,14.54545,12.12121,14.54545,14.54545,14.54545
"2116420","32000US2116420","Central City","Central City, KY Micro Area; Kentucky","ky","320","00","ACSSF","0007501",,,,,"21",,,,,,,,,,,,,,"16420",,,,,,,,,,,,,,,,,,,,,,,,,,,,30951,294,12,0,0,0,0,1,193,0,0,69,0,0,0,0,0,0,0,0,0,0,10,0,9,123.0303,13.33333,14.54545,14.54545,14.54545,14.54545,2.424242,132.7273,14.54545,14.54545,64.84849,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,14.54545,10.30303,14.54545,8.484848
"2117140","32000US2117140","Cincinnati","Cincinnati, OH-KY-IN Metro Area (part); Kentucky","ky","320","00","ACSSF","0007502",,,,,"21",,,,,,,,,,,,,,"17140",,,,,,,,,,,,,,,,,,,,,,,,,,,,445914,8840,2538,0,0,64,21,907,1435,12,20,1453,843,88,11,0,147,0,55,4,121,103,693,0,325,292.1212,356.9697,16.36364,16.36364,57.57576,12.72727,166.6667,309.697,11.51515,19.39394,281.8182,201.2121,79.39394,12.12121,16.36364,124.8485,16.36364,39.39394,5.454545,53.33333,41.21212,124.8485,16.36364,81.21212
"2117300","32000US2117300","Clarksville","Clarksville, TN-KY Metro Area (part); Kentucky","ky","320","00","ACSSF","0007503",,,,,"21",,,,,,,,,,,,,,"17300",,,,,,,,,,,,,,,,,,,,,,,,,,,,85863,1676,412,0,0,85,42,69,468,12,0,191,227,0,0,0,0,0,72,0,0,15,83,0,0,60.60606,133.3333,16.36364,16.36364,41.21212,41.21212,56.9697,169.0909,12.12121,16.36364,85.45454,70.90909,16.36364,16.36364,16.36364,16.36364,16.36364,63.0303,16.36364,16.36364,9.090909,51.51515,16.36364,16.36364
